time,mouse_x,mouse_y,mouse_speed_x,mouse_speed_y,neuron_0,neuron_1,neuron_2,neuron_3
1700571435.602844, 328, 272, -1, 8, 0, 0, 0, 1
1700571435.619663, 328, 282, 0, 10, 0, 0, 0, 1
1700571435.6371799, 328, 293, 0, 11, 0, 0, 0, 1
1700571435.6532328, 327, 300, -1, 7, 0, 0, 0, 1
1700571435.670292, 327, 304, 0, 4, 0, 0, 0, 1
1700571435.6879659, 327, 314, 0, 10, 0, 0, 0, 1
1700571435.704244, 326, 322, -1, 8, 0, 0, 0, 1
1700571435.721801, 326, 328, 0, 6, 0, 0, 0, 1
1700571435.7381818, 326, 333, 0, 5, 0, 0, 0, 1
1700571435.755324, 326, 338, 0, 5, 0, 0, 0, 1
1700571435.7723331, 325, 343, -1, 5, 0, 0, 0, 0
1700571435.7901728, 325, 349, 0, 6, 0, 0, 0, 0
1700571435.8056588, 325, 354, 0, 5, 0, 0, 0, 0
1700571435.8230321, 324, 362, -1, 8, 0, 0, 0, 0
1700571435.840048, 324, 367, 0, 5, 0, 0, 0, 0
1700571435.856862, 323, 374, -1, 7, 0, 0, 0, 0
1700571435.8742101, 323, 379, 0, 5, 0, 0, 0, 0
1700571435.8911319, 322, 385, -1, 6, 0, 0, 0, 0
1700571435.9079869, 322, 389, 0, 4, 0, 0, 0, 1
1700571435.925003, 321, 395, -1, 6, 0, 0, 0, 1
1700571435.941887, 321, 400, 0, 5, 0, 0, 0, 1
1700571435.9587321, 320, 408, -1, 8, 0, 0, 0, 1
1700571435.976667, 319, 412, -1, 4, 0, 0, 0, 0
1700571435.994223, 319, 416, 0, 4, 0, 0, 0, 0
1700571436.0106938, 319, 420, 0, 4, 0, 0, 0, 0
1700571436.027568, 318, 424, -1, 4, 0, 0, 0, 0
1700571436.044489, 318, 428, 0, 4, 0, 0, 0, 0
1700571436.061402, 318, 432, 0, 4, 0, 0, 0, 0
1700571436.078336, 318, 434, 0, 2, 0, 0, 0, 0
1700571436.095412, 318, 437, 0, 3, 0, 0, 0, 0
1700571436.112688, 317, 441, -1, 4, 0, 0, 0, 0
1700571436.129626, 317, 446, 0, 5, 0, 0, 0, 0
1700571436.146104, 317, 448, 0, 2, 0, 0, 0, 0
1700571436.163021, 316, 453, -1, 5, 0, 0, 0, 0
1700571436.17974, 316, 456, 0, 3, 0, 0, 0, 0
1700571436.196516, 316, 459, 0, 3, 0, 0, 0, 0
1700571436.2134159, 316, 462, 0, 3, 0, 0, 0, 0
1700571436.230392, 315, 465, -1, 3, 0, 0, 0, 0
1700571436.247508, 314, 469, -1, 4, 0, 0, 0, 0
1700571436.26496, 314, 473, 0, 4, 0, 0, 0, 0
1700571436.282272, 313, 478, -1, 5, 0, 0, 0, 0
1700571436.2989051, 312, 484, -1, 6, 0, 0, 0, 0
1700571436.315579, 312, 488, 0, 4, 0, 0, 0, 0
1700571436.3334541, 312, 492, 0, 4, 0, 0, 0, 0
1700571436.3497071, 311, 496, -1, 4, 0, 0, 0, 0
1700571436.367019, 310, 501, -1, 5, 0, 0, 0, 0
1700571436.38313, 310, 504, 0, 3, 0, 0, 0, 0
1700571436.3997939, 309, 507, -1, 3, 0, 0, 0, 0
1700571436.417474, 309, 509, 0, 2, 0, 0, 0, 0
1700571436.434089, 309, 512, 0, 3, 0, 0, 0, 0
1700571436.451497, 308, 517, -1, 5, 0, 0, 0, 0
1700571436.468425, 307, 521, -1, 4, 0, 0, 0, 0
1700571436.485079, 307, 524, 0, 3, 0, 0, 0, 0
1700571436.501858, 306, 527, -1, 3, 0, 0, 0, 0
1700571436.5188322, 306, 530, 0, 3, 0, 0, 0, 0
1700571436.5356102, 305, 533, -1, 3, 0, 0, 0, 0
1700571436.552636, 305, 536, 0, 3, 0, 0, 0, 0
1700571436.569449, 304, 538, -1, 2, 0, 0, 0, 0
1700571436.5864792, 304, 540, 0, 2, 0, 0, 0, 0
1700571436.603411, 304, 541, 0, 1, 0, 0, 0, 0
1700571436.620416, 303, 544, -1, 3, 0, 0, 0, 0
1700571436.637588, 303, 546, 0, 2, 0, 0, 0, 0
1700571436.655023, 302, 548, -1, 2, 0, 0, 0, 0
1700571436.671335, 302, 550, 0, 2, 0, 0, 0, 0
1700571436.6881962, 301, 552, -1, 2, 0, 0, 0, 0
1700571436.7052128, 301, 554, 0, 2, 0, 0, 0, 0
1700571436.722501, 300, 557, -1, 3, 0, 0, 0, 0
1700571436.739478, 299, 559, -1, 2, 0, 0, 0, 0
1700571436.756438, 299, 563, 0, 4, 0, 0, 0, 0
1700571436.77377, 297, 568, -2, 5, 0, 0, 0, 0
1700571436.791214, 297, 571, 0, 3, 0, 0, 0, 0
1700571436.807246, 296, 573, -1, 2, 0, 0, 0, 0
1700571436.824783, 295, 575, -1, 2, 0, 0, 0, 0
1700571436.842166, 295, 576, 0, 1, 0, 0, 0, 0
1700571436.858547, 295, 576, 0, 0, 0, 0, 0, 0
1700571436.875123, 295, 577, 0, 1, 0, 0, 0, 0
1700571436.891999, 295, 577, 0, 0, 0, 0, 0, 0
1700571436.908952, 295, 578, 0, 1, 0, 0, 0, 0
1700571436.9259038, 295, 578, 0, 0, 0, 0, 0, 0
1700571436.943443, 295, 578, 0, 0, 0, 0, 0, 0
1700571436.960562, 295, 578, 0, 0, 0, 0, 0, 0
1700571436.9777799, 295, 578, 0, 0, 0, 0, 0, 0
1700571436.994752, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.0114079, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.0290391, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.0468538, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.0637708, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.080605, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.097763, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.115262, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.131766, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.1489542, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.1654882, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.1827352, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.200146, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.2169652, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.233613, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.250417, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.266978, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.284679, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.301491, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.318411, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.3361049, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.353131, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.369676, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.386417, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.403875, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.420452, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.43736, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.454062, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.47193, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.4889238, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.506134, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.522677, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.540108, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.5571342, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.573578, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.590996, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.607517, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.624712, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.641286, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.6584609, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.675618, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.692307, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.709346, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.726248, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.744406, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.760541, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.777408, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.7940962, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.811295, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.828228, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.8455071, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.86222, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.8789601, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.8952398, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.912437, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.9295979, 295, 578, 0, 0, 0, 0, 0, 0
1700571437.94672, 295, 577, 0, -1, 0, 0, 0, 0
1700571437.96418, 295, 577, 0, 0, 0, 0, 0, 0
1700571437.98122, 295, 575, 0, -2, 0, 0, 0, 0
1700571437.9973161, 295, 574, 0, -1, 0, 0, 0, 0
1700571438.0137432, 295, 573, 0, -1, 0, 0, 0, 0
1700571438.029686, 295, 573, 0, 0, 0, 0, 0, 0
1700571438.045753, 295, 572, 0, -1, 0, 0, 0, 0
1700571438.0635772, 295, 571, 0, -1, 0, 0, 0, 0
